"Index" "DVOpen" "DVHigh" "DVLow" "DVClose" "DVVolume" "DVAdjusted"
"2013-08-12" 57.224998 57.549999 56.849998 57.365002 2141800 57.365002
"2013-08-13" 57.465 57.595001 57.099998 57.325001 931000 57.325001
"2013-08-14" 57.349998 57.830002 57.18 57.299999 876600 57.299999
"2013-08-15" 57 57.095001 56.110001 56.650002 1438200 56.650002
"2013-08-16" 56.529999 56.68 55.884998 56.049999 1188400 56.049999
"2013-08-19" 56 56.18 55.560001 55.575001 1921400 55.575001
"2013-08-20" 55.735001 56.369999 55.625 55.974998 2156600 55.974998
"2013-08-21" 55.77 56.014999 55.195 55.244999 1679600 55.244999
"2013-08-22" 55.345001 55.505001 54.639999 54.985001 1430000 54.985001
"2013-08-23" 55.169998 55.470001 54.900002 55.18 1299800 55.18
"2013-08-26" 55.18 55.990002 55.09 55.424999 1012600 55.424999
"2013-08-27" 54.974998 55.134998 54.310001 54.369999 1451000 54.369999
"2013-08-28" 54.384998 54.575001 53.895 54.009998 1155800 54.009998
"2013-08-29" 53.924999 54.794998 53.880001 54.009998 1661400 54.009998
"2013-08-30" 54 54.330002 53.555 53.755001 1317000 53.755001
"2013-09-03" 54.365002 54.455002 53.904999 54.294998 1190200 54.294998
"2013-09-04" 54.41 54.805 54.285 54.720001 1268000 54.720001
"2013-09-05" 54.66 56.075001 54.66 55.775002 1740600 55.775002
"2013-09-06" 55.720001 55.869999 54.799999 55.294998 2587400 55.294998
"2013-09-09" 55.240002 56.080002 55.049999 56.040001 1007000 56.040001
"2013-09-10" 56.360001 56.459999 55.66 55.810001 1097100 55.810001
"2013-09-11" 55.810001 56.130001 55.549999 55.700001 1206800 55.700001
"2013-09-12" 55.700001 56.040001 55.41 56 1071000 56
"2013-09-13" 55.970001 56.139999 55.529999 55.75 1151900 55.75
"2013-09-16" 56.099998 56.869999 56.009998 56.610001 1645600 56.610001
"2013-09-17" 56.77 59.439999 56.560001 59.099998 2932700 59.099998
"2013-09-18" 59.099998 59.18 57.900002 58.650002 1780000 58.650002
"2013-09-19" 58.77 59 58.18 58.529999 1435800 58.529999
"2013-09-20" 58.799999 59.130001 58.240002 58.470001 2823100 58.470001
"2013-09-23" 58.029999 58.07 57.290001 57.950001 893800 57.950001
"2013-09-24" 57.860001 58.290001 57.560001 57.599998 1010000 57.599998
"2013-09-25" 57.540001 57.639999 57.310001 57.369999 1429200 57.369999
"2013-09-26" 57.48 57.93 57.310001 57.599998 610700 57.599998
"2013-09-27" 57.32 57.509998 56.939999 56.98 700800 56.98
"2013-09-30" 56.66 56.950001 56.259998 56.900002 935900 56.900002
"2013-10-01" 56.889999 57.779999 56.869999 57.77 996600 57.77
"2013-10-02" 57.41 57.959999 57.299999 57.939999 804000 57.939999
"2013-10-03" 57.759998 58.200001 57.209999 57.669998 1228200 57.669998
"2013-10-04" 57.82 58.950001 57.77 58.369999 1342800 58.369999
"2013-10-07" 57.77 58.389999 57.439999 58 1028500 58
"2013-10-08" 57.900002 58.41 57.330002 57.509998 1151200 57.509998
"2013-10-09" 57.619999 58.16 57.360001 57.360001 1085000 57.360001
"2013-10-10" 57.75 58.16 57.610001 58.119999 933800 58.119999
"2013-10-11" 57.900002 58.41 57.720001 57.950001 673900 57.950001
"2013-10-14" 57.59 57.790001 57.209999 57.549999 1021600 57.549999
"2013-10-15" 57.200001 57.75 57.130001 57.18 992400 57.18
"2013-10-16" 57.389999 58.18 57.360001 57.84 940900 57.84
"2013-10-17" 57.75 57.900002 57.380001 57.860001 925700 57.860001
"2013-10-18" 58.189999 58.75 57.810001 58.060001 1399200 58.060001
"2013-10-21" 57.669998 57.669998 56.810001 57 1257600 57
"2013-10-22" 56.950001 57.380001 56.759998 56.779999 1349300 56.779999
"2013-10-23" 56.77 56.77 56 56.07 1673700 56.07
"2013-10-24" 56.23 56.380001 55.790001 55.82 1194600 55.82
"2013-10-25" 55.91 55.959999 55.23 55.439999 1310500 55.439999
"2013-10-28" 55.470001 56.689999 55.470001 56.23 1547700 56.23
"2013-10-29" 56.450001 56.779999 56.43 56.490002 1021000 56.490002
"2013-10-30" 56.5 56.5 55.450001 55.98 1117800 55.98
"2013-10-31" 56.09 56.580002 56 56.209999 1032200 56.209999
"2013-11-01" 56.200001 56.630001 55.889999 56.57 1663300 56.57
"2013-11-04" 56.650002 56.98 56.43 56.75 1340000 56.75
"2013-11-05" 56.709999 56.93 56.23 56.529999 1867100 56.529999
"2013-11-06" 54.549999 55.23 52.75 55.029999 8509100 55.029999
"2013-11-07" 55.029999 56.02 55.02 55.759998 2574800 55.759998
"2013-11-08" 55.860001 56.419998 55.470001 56.299999 2465700 56.299999
"2013-11-11" 56.599998 57.48 56.34 56.959999 1606500 56.959999
"2013-11-12" 56.939999 58.580002 56.849998 58.43 1996600 58.43
"2013-11-13" 58.419998 58.48 57.950001 58.299999 1632600 58.299999
"2013-11-14" 58.5 58.889999 58.310001 58.689999 2180600 58.689999
"2013-11-15" 58.93 59.349998 58.709999 58.889999 4934200 58.889999
"2013-11-18" 59.150002 60.380001 59.029999 59.27 3393900 59.27
"2013-11-19" 59.299999 59.400002 58 58.299999 2315000 58.299999
"2013-11-20" 58.720001 58.869999 57.810001 57.84 1786800 57.84
"2013-11-21" 57.849998 58.02 56.849998 56.889999 2157400 56.889999
"2013-11-22" 56.919998 57.279999 56.18 56.540001 2671500 56.540001
"2013-11-25" 59.02 62.139999 59 61.549999 9416800 61.549999
"2013-11-26" 61.419998 61.689999 60.419998 60.580002 3473200 60.580002
"2013-11-27" 60.59 60.779999 59.709999 59.880001 1993900 59.880001
"2013-11-29" 59.93 60.200001 59.470001 59.549999 7e+05 59.549999
"2013-12-02" 59.439999 59.669998 59.09 59.189999 2109100 59.189999
"2013-12-03" 59.200001 59.200001 58.279999 58.5 1727400 58.5
"2013-12-04" 58.25 58.310001 57.049999 57.27 1980300 57.27
"2013-12-05" 57.240002 57.299999 56.849998 57.119999 2787400 57.119999
"2013-12-06" 57.220001 58.27 57.220001 58.259998 3246300 58.259998
"2013-12-09" 58.48 62.779999 58.470001 62.169998 5655400 62.169998
"2013-12-10" 62.25 62.900002 61.419998 61.439999 2060800 61.439999
"2013-12-11" 61.25 61.73 60.52 60.630001 1430600 60.630001
"2013-12-12" 60.720001 60.889999 60.110001 60.189999 2270100 60.189999
"2013-12-13" 60.200001 60.970001 60.16 60.299999 2346900 60.299999
"2013-12-16" 60.830002 61.119999 59.880001 60.02 2869400 60.02
"2013-12-17" 59.830002 60.23 59.630001 60.220001 2048300 60.220001
"2013-12-18" 61.389999 62.290001 60.75 62.27 2153900 62.27
"2013-12-19" 62.009998 62.150002 61.439999 61.689999 1440000 61.689999
"2013-12-20" 61.970001 62.759998 61.75 62.639999 1929700 62.639999
"2013-12-23" 63 63.389999 62.970001 63.259998 1440600 63.259998
"2013-12-24" 63.18 63.299999 62.990002 63.25 493300 63.25
"2013-12-26" 63.310001 63.740002 63.130001 63.389999 774600 63.389999
"2013-12-27" 63.59 63.720001 63.150002 63.360001 568500 63.360001
"2013-12-30" 63.490002 63.599998 63.049999 63.290001 589900 63.290001
"2013-12-31" 63.57 63.630001 63.200001 63.369999 789100 63.369999
"2014-01-02" 63.360001 65.160004 63.189999 64.779999 2901900 64.779999
"2014-01-03" 64.709999 65 64.410004 64.470001 1241000 64.470001
"2014-01-06" 65.080002 65.599998 64.669998 64.800003 2102000 64.800003
"2014-01-07" 64.879997 65.419998 64.620003 65.199997 1168300 65.199997
"2014-01-08" 65.150002 65.559998 64.989998 65.440002 1246800 65.440002
"2014-01-09" 65.839996 66.150002 65.279999 65.639999 1262300 65.639999
"2014-01-10" 65.849998 65.849998 64.389999 64.739998 1895700 64.739998
"2014-01-13" 64.699997 65.129997 64.339996 64.470001 1480100 64.470001
"2014-01-14" 65.110001 65.199997 64.519997 64.970001 607700 64.970001
"2014-01-15" 65 65 64.279999 64.480003 1176100 64.480003
"2014-01-16" 64.580002 64.970001 64.419998 64.650002 1526100 64.650002
"2014-01-17" 64.900002 65.239998 64.370003 64.830002 1971500 64.830002
"2014-01-21" 65.389999 65.550003 64.779999 65.239998 1973400 65.239998
"2014-01-22" 65.209999 66.760002 65.209999 66.489998 1813700 66.489998
"2014-01-23" 66.080002 66.230003 65.190002 65.589996 1444700 65.589996
"2014-01-24" 65.190002 65.370003 63.959999 64.199997 1228000 64.199997
"2014-01-27" 64.110001 64.269997 63.5 63.970001 1042800 63.970001
"2014-01-28" 64 64.540001 64 64.32 725400 64.32
"2014-01-29" 64 64.540001 63.509998 63.900002 751400 63.900002
"2014-01-30" 64.459999 64.980003 64.32 64.910004 813500 64.910004
"2014-01-31" 64.150002 65.349998 64.07 64.93 1173300 64.93
"2014-02-03" 64.940002 64.949997 63.049999 63.049999 1512300 63.049999
"2014-02-04" 63.400002 63.400002 62.52 62.740002 1593700 62.740002
"2014-02-05" 62.73 63.459999 62.540001 63.200001 1226500 63.200001
"2014-02-06" 63.369999 63.880001 63.240002 63.740002 699300 63.740002
"2014-02-07" 63.799999 64.269997 63.5 63.619999 1370100 63.619999
"2014-02-10" 63.73 64.230003 63.5 63.84 3039200 63.84
"2014-02-11" 63.790001 64.379997 63.150002 64.330002 3978400 64.330002
"2014-02-12" 67.93 68.839996 66.300003 66.349998 4429500 66.349998
"2014-02-13" 65.879997 66.279999 65.019997 66.25 2441000 66.25
"2014-02-14" 66.099998 66.709999 65.959999 66.370003 1045000 66.370003
"2014-02-18" 66.690002 67.089996 66.150002 66.830002 1253100 66.830002
"2014-02-19" 66.730003 67 65.839996 66.07 1551700 66.07
"2014-02-20" 65.989998 66.169998 65.389999 65.779999 1181300 65.779999
"2014-02-21" 65.949997 66.209999 65.110001 66.129997 1683100 66.129997
"2014-02-24" 66.050003 68.830002 66.040001 67.5 2738200 67.5
"2014-02-25" 67.370003 67.459999 66.120003 66.949997 2928300 66.949997
"2014-02-26" 66.959999 68.080002 66.709999 67.5 1618100 67.5
"2014-02-27" 68.220001 68.699997 67.769997 68.019997 1085300 68.019997
"2014-02-28" 68.379997 70 68.25 68.730003 1967800 68.730003
"2014-03-03" 68.269997 68.860001 67.629997 68.370003 1957500 68.370003
"2014-03-04" 68.800003 69.25 68.300003 68.75 2944400 68.75
"2014-03-05" 68.769997 68.830002 68.150002 68.370003 888500 68.370003
"2014-03-06" 68.550003 69.43 68.43 68.75 1201500 68.75
"2014-03-07" 69.120003 69.18 68.410004 68.779999 1100900 68.779999
"2014-03-10" 68.75 68.769997 67.93 68.459999 820500 68.459999
"2014-03-11" 68.529999 69.410004 68.400002 68.690002 798700 68.690002
"2014-03-12" 68.300003 68.599998 68.07 68.32 664000 68.32
"2014-03-13" 68.379997 68.5 67.900002 68.120003 993400 68.120003
"2014-03-14" 68.150002 68.370003 67.529999 68.199997 921900 68.199997
"2014-03-17" 68.400002 69.300003 68.400002 68.480003 587700 68.480003
"2014-03-18" 68.550003 69.379997 68.529999 69.230003 739100 69.230003
"2014-03-19" 69.209999 70.139999 69.019997 69.790001 1215500 69.790001
"2014-03-20" 69.690002 70.370003 69.540001 69.800003 1047100 69.800003
"2014-03-21" 70.290001 70.68 69.610001 69.809998 1523300 69.809998
"2014-03-24" 70.010002 70.260002 68.199997 68.459999 744200 68.459999
"2014-03-25" 68.75 69.449997 68.330002 68.610001 1296500 68.610001
"2014-03-26" 68.93 70.029999 68.879997 68.900002 2135200 68.900002
"2014-03-27" 68.900002 68.910004 67.760002 68.389999 1628800 68.389999
"2014-03-28" 68.480003 69.68 68.18 68.449997 1060300 68.449997
"2014-03-31" 69.099998 69.300003 68.519997 68.849998 1368700 68.849998
"2014-04-01" 69 69.550003 68.709999 69.339996 3219800 69.339996
"2014-04-02" 69.449997 69.839996 68.669998 69.080002 1283100 69.080002
"2014-04-03" 68.839996 69.610001 68.760002 69.559998 3242500 69.559998
"2014-04-04" 70.050003 70.099998 68.029999 68.07 1850100 68.07
"2014-04-07" 68.110001 68.449997 66.809998 67.349998 2135500 67.349998
"2014-04-08" 68.389999 68.919998 67.610001 68.459999 2643400 68.459999
"2014-04-09" 68.809998 69.269997 68.239998 69.220001 1155900 69.220001
"2014-04-10" 69.199997 69.459999 67.529999 67.949997 1744900 67.949997
"2014-04-11" 67.580002 67.919998 66.870003 67.300003 1247300 67.300003
"2014-04-14" 67.459999 67.860001 67.150002 67.82 1241400 67.82
"2014-04-15" 68.230003 68.580002 67.5 68.410004 1441200 68.410004
"2014-04-16" 67.949997 69.18 67.949997 69.160004 1208900 69.160004
"2014-04-17" 69.129997 69.959999 68.699997 69.510002 1413100 69.510002
"2014-04-21" 69.470001 69.879997 69.110001 69.620003 790900 69.620003
"2014-04-22" 69.559998 69.879997 69.279999 69.540001 594000 69.540001
"2014-04-23" 69.410004 69.599998 68.699997 69.419998 787400 69.419998
"2014-04-24" 69.589996 70 69.25 69.379997 785400 69.379997
"2014-04-25" 69.440002 69.980003 69.050003 69.559998 724500 69.559998
"2014-04-28" 69.879997 69.879997 68.730003 69.239998 1050500 69.239998
"2014-04-29" 69.540001 69.75 68.949997 69.709999 756000 69.709999
"2014-04-30" 69.57 69.870003 68.769997 69.300003 1082900 69.300003
"2014-05-01" 69.389999 70.470001 69.07 69.93 1350100 69.93
"2014-05-02" 68.5 68.5 67.080002 67.389999 2628700 67.389999
"2014-05-05" 67 67.529999 66.599998 67.120003 1373500 67.120003
"2014-05-06" 66.949997 67.330002 66.790001 67.190002 1613100 67.190002
"2014-05-07" 67.25 67.830002 67.059998 67.779999 749000 67.779999
"2014-05-08" 67.800003 68.169998 67.110001 67.330002 880400 67.330002
"2014-05-09" 67.220001 67.809998 67.080002 67.75 535100 67.75
"2014-05-12" 67.82 68.239998 67.809998 68.080002 804400 68.080002
"2014-05-13" 68.18 68.5 67.760002 67.889999 558300 67.889999
"2014-05-14" 67.760002 67.889999 67.269997 67.68 429300 67.68
"2014-05-15" 67.5 67.900002 67.199997 67.730003 794600 67.730003
"2014-05-16" 67.860001 68.099998 67.169998 67.529999 1261900 67.529999
"2014-05-19" 67.459999 67.779999 67.279999 67.470001 903300 67.470001
"2014-05-20" 67.470001 67.620003 67.230003 67.519997 906300 67.519997
"2014-05-21" 67.620003 68.57 67.589996 68.349998 541400 68.349998
"2014-05-22" 68.349998 68.349998 67.830002 68.160004 622300 68.160004
"2014-05-23" 68.25 69.120003 68.099998 68.790001 650400 68.790001
"2014-05-27" 69 69.5 68.940002 69.349998 733600 69.349998
"2014-05-28" 69.419998 69.459999 68.760002 69.199997 773700 69.199997
"2014-05-29" 69.400002 70.169998 69.209999 69.900002 927000 69.900002
"2014-05-30" 69.879997 70.709999 69.870003 70.589996 1722200 70.589996
"2014-06-02" 70.809998 71.43 70.419998 71.209999 1100600 71.209999
"2014-06-03" 71.209999 71.699997 70.830002 71.470001 906100 71.470001
"2014-06-04" 71.440002 71.870003 71.309998 71.709999 614200 71.709999
"2014-06-05" 71.639999 72.370003 71.480003 72.059998 427200 72.059998
"2014-06-06" 72.230003 72.279999 71.709999 71.910004 467900 71.910004
"2014-06-09" 71.959999 72.07 71.68 71.93 539900 71.93
"2014-06-10" 71.709999 71.849998 71.290001 71.690002 604800 71.690002
"2014-06-11" 71.230003 71.470001 70.730003 71.080002 648500 71.080002
"2014-06-12" 71.129997 71.209999 70.660004 70.940002 502700 70.940002
"2014-06-13" 70.879997 70.879997 70.419998 70.790001 474000 70.790001
"2014-06-16" 70.699997 70.940002 70.279999 70.769997 1063900 70.769997
"2014-06-17" 70.550003 70.779999 70.010002 70.18 972200 70.18
"2014-06-18" 70.139999 70.510002 69.830002 70.419998 865600 70.419998
"2014-06-19" 70.489998 71.720001 70.300003 71.580002 1051100 71.580002
"2014-06-20" 71.800003 71.940002 71.129997 71.830002 1014600 71.830002
"2014-06-23" 71.68 71.68 71.260002 71.529999 481900 71.529999
"2014-06-24" 71.550003 71.849998 71.120003 71.389999 712900 71.389999
"2014-06-25" 71.339996 72.050003 71.110001 71.860001 546000 71.860001
"2014-06-26" 71.739998 71.760002 71 71.610001 524200 71.610001
"2014-06-27" 71.480003 73.400002 71.209999 72.949997 3610300 72.949997
"2014-06-30" 73.25 73.610001 72 72.32 1138600 72.32
"2014-07-01" 72.669998 73.300003 72.389999 73.160004 1223200 73.160004
"2014-07-02" 73.080002 73.650002 72.629997 73.599998 1002300 73.599998
"2014-07-03" 73.650002 73.940002 73 73.32 585900 73.32
"2014-07-07" 73.150002 73.830002 73.019997 73.279999 664600 73.279999
"2014-07-08" 73.199997 73.220001 72.620003 72.809998 904300 72.809998
"2014-07-09" 72.989998 73.260002 72.709999 73.220001 560000 73.220001
"2014-07-10" 72.760002 73.169998 72.610001 73.040001 990600 73.040001
"2014-07-11" 73.019997 73.269997 72.739998 73.080002 442600 73.080002
"2014-07-14" 73.410004 73.760002 73.300003 73.57 630600 73.57
"2014-07-15" 73.419998 74 73.089996 73.260002 780400 73.260002
"2014-07-16" 73.410004 74 73.300003 73.82 612900 73.82
"2014-07-17" 73.660004 74.839996 73.32 73.400002 744300 73.400002
"2014-07-18" 73.470001 73.959999 73.07 73.849998 519000 73.849998
"2014-07-21" 72.989998 72.989998 70.550003 71.010002 3017200 71.010002
"2014-07-22" 71.029999 71.779999 70.910004 71.669998 1198100 71.669998
"2014-07-23" 71.870003 71.870003 71.230003 71.669998 595000 71.669998
"2014-07-24" 71.839996 72.25 71.68 71.889999 1004800 71.889999
"2014-07-25" 71.760002 72.059998 71.099998 71.459999 596200 71.459999
"2014-07-28" 71.360001 71.830002 70.970001 71.75 707900 71.75
"2014-07-29" 71.739998 71.980003 71.269997 71.330002 693100 71.330002
"2014-07-30" 71.480003 71.730003 70.970001 71.32 727700 71.32
"2014-07-31" 71.32 71.589996 70.410004 70.440002 1992500 70.440002
"2014-08-01" 71.360001 72.239998 70.489998 71.379997 1305300 71.379997
"2014-08-04" 71.349998 72.629997 70.849998 72.150002 1381700 72.150002
"2014-08-05" 71.970001 72.139999 71.199997 71.510002 1088700 71.510002
"2014-08-06" 71.239998 72.139999 71.099998 71.519997 473100 71.519997
"2014-08-07" 71.669998 71.760002 71.309998 71.489998 917300 71.489998
"2014-08-08" 71.480003 71.870003 71.32 71.849998 673000 71.849998
"2014-08-11" 72.139999 72.389999 71.760002 71.790001 312100 71.790001
"2014-08-12" 71.809998 72.410004 71.650002 72.040001 608400 72.040001
"2014-08-13" 72.220001 72.449997 71.93 72.419998 588700 72.419998
"2014-08-14" 72.5 73.190002 72.400002 73.099998 498900 73.099998
"2014-08-15" 72.400002 72.639999 71.43 72.110001 1538200 72.110001
"2014-08-18" 72.389999 73.529999 72.190002 73.43 1192100 73.43
"2014-08-19" 73.599998 73.940002 73.449997 73.800003 806200 73.800003
"2014-08-20" 73.489998 73.989998 73 73.720001 705000 73.720001
"2014-08-21" 73.839996 74.290001 73.75 73.830002 590800 73.830002
"2014-08-22" 73.93 74.080002 73.529999 73.650002 572800 73.650002
"2014-08-25" 73.839996 74.019997 73.639999 73.900002 475900 73.900002
"2014-08-26" 74 74.489998 73.849998 74.43 515900 74.43
"2014-08-27" 74.370003 74.82 74.160004 74.57 477600 74.57
"2014-08-28" 74.339996 74.669998 74.07 74.419998 510200 74.419998
"2014-08-29" 74.589996 74.989998 74.260002 74.68 544900 74.68
"2014-09-02" 74.949997 75.269997 74.489998 74.580002 763900 74.580002
"2014-09-03" 74.900002 75.089996 74.459999 74.550003 559200 74.550003
"2014-09-04" 74.739998 74.940002 73.769997 74.120003 695600 74.120003
"2014-09-05" 74.099998 74.330002 73.599998 74.300003 560100 74.300003
"2014-09-08" 74.25 74.519997 73.940002 74.43 648200 74.43
"2014-09-09" 74.5 74.900002 74.169998 74.290001 561400 74.290001
"2014-09-10" 74.510002 74.510002 73.940002 74.209999 468500 74.209999
"2014-09-11" 74.010002 74.389999 73.720001 74.309998 552400 74.309998
"2014-09-12" 74.400002 74.5 73.779999 74.07 549700 74.07
"2014-09-15" 74.139999 74.160004 73.730003 73.93 421800 73.93
"2014-09-16" 73.669998 74.309998 73.449997 74.239998 1187900 74.239998
"2014-09-17" 73.889999 74.059998 72.839996 73.93 1595300 73.93
"2014-09-18" 74.010002 74.849998 74.010002 74.709999 965800 74.709999
"2014-09-19" 75.080002 75.080002 74.639999 74.879997 1884500 74.879997
"2014-09-22" 74.720001 75.129997 74.260002 74.760002 648200 74.760002
"2014-09-23" 74.550003 74.589996 73.879997 74.010002 537200 74.010002
"2014-09-24" 74.010002 74.970001 73.669998 74.940002 597200 74.940002
"2014-09-25" 74.860001 74.860001 73.529999 73.769997 752200 73.769997
"2014-09-26" 73.860001 73.949997 73.279999 73.400002 842300 73.400002
"2014-09-29" 73 73.699997 72.779999 73.480003 732500 73.480003
"2014-09-30" 73.419998 73.82 73.059998 73.139999 1016800 73.139999
"2014-10-01" 73.300003 73.610001 72.480003 72.779999 914300 72.779999
"2014-10-02" 72.989998 73.849998 72.809998 73.739998 774500 73.739998
"2014-10-03" 74.040001 74.529999 73.75 74.449997 983800 74.449997
"2014-10-06" 74.480003 74.690002 73.550003 73.809998 648400 73.809998
"2014-10-07" 73.379997 73.82 73.050003 73.129997 776700 73.129997
"2014-10-08" 73.059998 75.120003 72.660004 75.010002 882100 75.010002
"2014-10-09" 75.040001 75.389999 73.989998 73.989998 1301400 73.989998
"2014-10-10" 74.050003 74.739998 73.419998 73.419998 657400 73.419998
"2014-10-13" 73.309998 74.379997 73.18 73.559998 897300 73.559998
"2014-10-14" 73.709999 74.160004 73.379997 73.589996 1055400 73.589996
"2014-10-15" 73 73.769997 71.830002 72.739998 2144000 72.739998
"2014-10-16" 71.889999 72.699997 71.5 72.029999 1115300 72.029999
"2014-10-17" 72.660004 72.980003 72.129997 72.75 826800 72.75
"2014-10-20" 72.75 73.580002 72.620003 73.559998 713600 73.559998
"2014-10-21" 74.120003 75.5 74.110001 75.5 946300 75.5
"2014-10-22" 76 76.349998 75.25 75.279999 1047300 75.279999
"2014-10-23" 76.330002 76.68 75.889999 76.25 638400 76.25
"2014-10-24" 76.290001 76.790001 76.199997 76.730003 543800 76.730003
"2014-10-27" 76.75 76.779999 76.230003 76.699997 599600 76.699997
"2014-10-28" 76.809998 77.760002 76.68 77.580002 778000 77.580002
"2014-10-29" 77.68 78.360001 77.019997 77.370003 730000 77.370003
"2014-10-30" 77.050003 77.760002 76.379997 77.620003 787800 77.620003
"2014-10-31" 78.330002 78.519997 77.75 78.07 793300 78.07
"2014-11-03" 78.080002 78.410004 77.5 78.029999 806900 78.029999
"2014-11-04" 77.830002 78.209999 77.389999 77.839996 697900 77.839996
"2014-11-05" 78.059998 78.110001 77.400002 77.510002 603300 77.510002
"2014-11-06" 77.449997 78.07 77.150002 78.029999 1168200 78.029999
"2014-11-07" 74.279999 74.949997 72.699997 74.489998 6676000 74.489998
"2014-11-10" 74.480003 74.839996 73.550003 74.720001 3464300 74.720001
"2014-11-11" 75.019997 76.209999 74.790001 76.129997 2277700 76.129997
"2014-11-12" 76 77.099998 75.339996 76.720001 2949800 76.720001
"2014-11-13" 77.169998 77.360001 76.610001 77.040001 2901900 77.040001
"2014-11-14" 77 77.529999 75.57 75.660004 3533100 75.660004
"2014-11-17" 75.779999 75.849998 74.919998 75.510002 1369100 75.510002
"2014-11-18" 75.419998 75.809998 75.010002 75.230003 1834800 75.230003
"2014-11-19" 75.239998 75.370003 74.589996 75.120003 898500 75.120003
"2014-11-20" 74.989998 75.290001 74.589996 75.129997 761100 75.129997
"2014-11-21" 75.709999 75.800003 74.449997 74.540001 1177500 74.540001
"2014-11-24" 74.540001 74.760002 73.839996 74.489998 2454000 74.489998
"2014-11-25" 74.5 75.089996 74.120003 75.059998 1331700 75.059998
"2014-11-26" 75.230003 76.440002 75.089996 76.099998 1255900 76.099998
"2014-11-28" 76.25 76.629997 76.139999 76.529999 746800 76.529999
"2014-12-01" 76.470001 76.639999 75.68 76.010002 1349600 76.010002
"2014-12-02" 76 76.199997 75.470001 75.699997 866100 75.699997
"2014-12-03" 75.589996 76.169998 75.489998 75.690002 716900 75.690002
"2014-12-04" 75.650002 75.849998 75.279999 75.300003 765400 75.300003
"2014-12-05" 75.300003 75.709999 75.220001 75.629997 730900 75.629997
"2014-12-08" 75.650002 76.400002 75.629997 75.870003 1008200 75.870003
"2014-12-09" 75.300003 75.550003 74.669998 75.150002 1180800 75.150002
"2014-12-10" 75.209999 75.5 74.389999 74.449997 916200 74.449997
"2014-12-11" 74.75 75.110001 74.370003 74.510002 687000 74.510002
"2014-12-12" 74.160004 74.43 73.330002 73.400002 940700 73.400002
"2014-12-15" 73.5 73.959999 72.139999 72.860001 1189800 72.860001
"2014-12-16" 72.690002 73.779999 72.230003 72.769997 1106100 72.769997
"2014-12-17" 72.809998 74.610001 72.779999 74.330002 1248300 74.330002
"2014-12-18" 75.150002 75.220001 74.709999 75.199997 1097600 75.199997
"2014-12-19" 75.410004 76 75.07 75.940002 1794600 75.940002
"2014-12-22" 76 76.529999 75.970001 76.349998 793800 76.349998
"2014-12-23" 76.400002 76.519997 75.690002 75.989998 536800 75.989998
"2014-12-24" 76 76.349998 75.790001 76.059998 249000 76.059998
"2014-12-26" 76.07 76.5 75.919998 76.220001 379700 76.220001
"2014-12-29" 76.059998 76.400002 75.839996 76.099998 550500 76.099998
"2014-12-30" 76 76.290001 75.540001 76 330500 76
"2014-12-31" 76.190002 76.769997 75.660004 75.739998 575100 75.739998
"2015-01-02" 75.839996 76.370003 75.370003 75.830002 945900 75.830002
"2015-01-05" 75.360001 75.93 74.449997 74.699997 1220800 74.699997
"2015-01-06" 74.889999 75.110001 73.43 73.620003 1233600 73.620003
"2015-01-07" 73.870003 74.720001 73.82 74.290001 1155800 74.290001
"2015-01-08" 74.870003 76.059998 74.839996 75.769997 1082600 75.769997
"2015-01-09" 76.139999 76.199997 75.150002 75.220001 491700 75.220001
"2015-01-12" 75.449997 75.470001 74.230003 74.419998 594000 74.419998
"2015-01-13" 74.870003 75.290001 74 74.540001 843500 74.540001
"2015-01-14" 73.739998 74.769997 73.669998 74.690002 811900 74.690002
"2015-01-15" 74.75 75.099998 74.389999 74.459999 741600 74.459999
"2015-01-16" 74.400002 75.150002 74.400002 75.050003 997400 75.050003
"2015-01-20" 75.519997 75.940002 74.779999 75.209999 517600 75.209999
"2015-01-21" 74.870003 75.830002 74.82 75.730003 848900 75.730003
"2015-01-22" 75.980003 76.32 75 76.150002 1358000 76.150002
"2015-01-23" 76.120003 76.260002 75.589996 75.849998 750000 75.849998
"2015-01-26" 75.769997 76.339996 75.419998 76.190002 723700 76.190002
"2015-01-27" 75.709999 76.559998 75.620003 76.040001 822300 76.040001
"2015-01-28" 76.239998 76.599998 75.489998 75.519997 771600 75.519997
"2015-01-29" 75.730003 76.220001 75.029999 76.139999 650000 76.139999
"2015-01-30" 75.690002 76.040001 74.959999 75.059998 1003100 75.059998
"2015-02-02" 75.07 75.580002 74.519997 75.57 1094500 75.57
"2015-02-03" 75.559998 76.110001 75.07 75.599998 1052700 75.599998
"2015-02-04" 75.220001 76.25 75.099998 75.959999 853600 75.959999
"2015-02-05" 76.080002 77.099998 76.080002 76.769997 790900 76.769997
"2015-02-06" 76.93 76.970001 75.260002 75.57 809700 75.57
"2015-02-09" 75.25 75.589996 74.279999 74.669998 970300 74.669998
"2015-02-10" 75 75.889999 74.879997 75.769997 665800 75.769997
"2015-02-11" 76.019997 76.260002 75.309998 75.949997 635800 75.949997
"2015-02-12" 76.150002 76.529999 75.779999 76.389999 1156800 76.389999
"2015-02-13" 75 75.639999 71.889999 73.099998 6205600 73.099998
"2015-02-17" 72.980003 73.400002 72.190002 72.779999 2259800 72.779999
"2015-02-18" 72.610001 73.690002 72.610001 73.279999 1603800 73.279999
